Name,Date,Body weight,Shape,Sleep,Calories,Stress
"Exercise, Close-Grip Bench Press",Set,5,reps,12,weight,75
"Exercise, Close-Grip Bench Press",Set,6,reps,12,weight,75
"Exercise, Close-Grip Bench Press",Set,7,reps,13,weight,75
"Exercise, Close-Grip Bench Press",Set,8,reps,13,weight,75
"Exercise, Dumbbell Chest Fly",Set,1,reps,12,weight,14
"Exercise, Dumbbell Chest Fly",Set,2,reps,4,weight,14
"Exercise, Dumbbell Chest Fly",Set,3,reps,4,weight,14
"Exercise, Dumbbell Chest Fly",Set,4,reps,4,weight,14
"Exercise, Dumbbell Chest Fly",Set,5,reps,4,weight,14
"Exercise, Back Extension",Set,1,reps,8,bodyweight,90.2,extraWeight,20
"Exercise, Back Extension",Set,2,reps,8,bodyweight,90.2,extraWeight,20
"Exercise, Back Extension",Set,3,reps,8,bodyweight,90.2,extraWeight,20
"Exercise, Seated Leg Curl",Set,1,reps,15,weight,50
"Exercise, Seated Leg Curl",Set,2,reps,4,weight,50
"Exercise, Seated Leg Curl",Set,3,reps,4,weight,50
"Exercise, Seated Leg Curl",Set,4,reps,4,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,12,weight,40
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,15,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,15,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,15,weight,50
"Exercise, Incline Dumbbell Curl",Set,1,reps,16,weight,12
"Exercise, Incline Dumbbell Curl",Set,2,reps,15,weight,12
"Exercise, Incline Dumbbell Curl",Set,3,reps,12,weight,12

PL - Hyp phase: W1D3,2023-08-04,89.9,6,4,5,5
"Exercise, Face Pull",Set,1,reps,15,weight,20
"Exercise, Snatch Grip Deadlift",Set,1,reps,12,weight,80
"Exercise, Snatch Grip Deadlift",Set,2,reps,10,weight,90
"Exercise, Snatch Grip Deadlift",Set,3,reps,10,weight,90
"Exercise, Snatch Grip Deadlift",Set,4,reps,11,weight,90
"Exercise, Snatch Grip Deadlift",Set,5,reps,12,weight,90
"Exercise, Overhead Press",Set,1,reps,10,weight,40
"Exercise, Overhead Press",Set,2,reps,10,weight,45
"Exercise, Overhead Press",Set,3,reps,10,weight,45
"Exercise, Overhead Press",Set,4,reps,10,weight,45
"Exercise, Cable Wide Grip Seated Row",Set,1,reps,15,weight,50
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,2,reps,15,weight,50
"Exercise, Cable Wide Grip Seated Row",Set,3,reps,15,weight,50
"Exercise, Cable Wide Grip Seated Row",Set,4,reps,15,weight,50
"Exercise, Cable Upright Row",Set,1,reps,8,weight,20
"Exercise, Cable Upright Row",Set,2,reps,14,weight,25
"Exercise, Cable Upright Row",Set,3,reps,4,weight,25
"Exercise, Cable Upright Row",Set,4,reps,4,weight,25
"Exercise, Cable Upright Row",Set,5,reps,4,weight,25
"Exercise, Cable Upright Row",Set,6,reps,4,weight,25
"Exercise, Standing Calf Raise",Set,1,reps,8,weight,70
"Exercise, Standing Calf Raise",Set,2,reps,12,weight,70
"Exercise, Standing Calf Raise",Set,3,reps,4,weight,70
"Exercise, Standing Calf Raise",Set,4,reps,4,weight,70
"Exercise, Standing Calf Raise",Set,5,reps,4,weight,70
"Exercise, Standing Calf Raise",Set,6,reps,4,weight,70

PL - Hyp phase: W1D2,2023-08-02,92.1,4,3,5,5
"Exercise, Scap Pull-Ups",Set,1,reps,15,bodyweight,92.1
"Exercise, Leg Press",Set,1,reps,12,weight,100
"Exercise, Leg Press",Set,2,reps,12,weight,100
"Exercise, Leg Press",Set,3,reps,12,weight,100
"Exercise, Leg Press",Set,4,reps,12,weight,100
"Exercise, Leg Press",Set,5,reps,12,weight,100
Instance of 'Loc'
"Exercise, Barbell Floor Press",Set,1,reps,10,weight,20
"Exercise, Barbell Floor Press",Set,2,reps,10,weight,50
"Exercise, Barbell Floor Press",Set,3,reps,10,weight,80
"Exercise, Barbell Floor Press",Set,4,reps,11,weight,80
"Exercise, Barbell Floor Press",Set,5,reps,12,weight,80
"Exercise, Barbell Floor Press",Set,6,reps,14,weight,80
"Exercise, Barbell Floor Press",Set,7,reps,12,weight,80
"Exercise, Barbell Floor Press",Set,8,reps,11,weight,80
"Exercise, Deadlift",Set,1,reps,10,weight,110
"Exercise, Deadlift",Set,2,reps,10,weight,110
"Exercise, Deadlift",Set,3,reps,10,weight,110
"Exercise, Deadlift",Set,4,reps,10,weight,110
"Exercise, Tricep Pushdown With Bar",Set,1,reps,12,weight,30
"Exercise, Tricep Pushdown With Bar",Set,2,reps,13,weight,30
"Exercise, Tricep Pushdown With Bar",Set,3,reps,13,weight,30
"Exercise, Barbell rack row",Set,1,reps,14,weight,60
"Exercise, Barbell rack row",Set,2,reps,14,weight,60
"Exercise, Barbell rack row",Set,3,reps,14,weight,60
"Exercise, Dumbbell Curl",Set,1,reps,13,weight,12
"Exercise, Dumbbell Curl",Set,2,reps,11,weight,12
"Exercise, Dumbbell Curl",Set,3,reps,14,weight,12

PL - Hyp phase: W1D1,2023-07-31,92.1,3,4,3,5
Første dag etter ferie
"Exercise, Back Extension",Set,1,reps,15,bodyweight,92.1,extraWeight,0
"Exercise, Squat",Set,1,reps,10,weight,20
"Exercise, Squat",Set,2,reps,8,weight,60
"Exercise, Squat",Set,3,reps,15,weight,80
"Exercise, Squat",Set,4,reps,14,weight,80
"Exercise, Squat",Set,5,reps,14,weight,80
"Exercise, Squat",Set,6,reps,13,weight,80
"Exercise, Squat",Set,7,reps,14,weight,80
"Exercise, Bench Press",Set,1,reps,10,weight,80
"Exercise, Incline Bench Press",Set,1,reps,8,weight,60
"Exercise, Bench Press",Set,1,reps,10,weight,80
"Exercise, Incline Bench Press",Set,1,reps,7,weight,60
"Exercise, Bench Press",Set,1,reps,10,weight,80
"Exercise, Incline Bench Press",Set,1,reps,7,weight,60
"Exercise, Bench Press",Set,1,reps,10,weight,80
"Exercise, Incline Bench Press",Set,1,reps,7,weight,60
"Exercise, Romanian Deadlift",Set,1,reps,10,weight,100
"Exercise, Romanian Deadlift",Set,2,reps,10,weight,100
"Exercise, Romanian Deadlift",Set,3,reps,10,weight,100
"Exercise, Romanian Deadlift",Set,4,reps,10,weight,100
"Exercise, Chin-Up",Set,1,reps,10,bodyweight,92.1,extraWeight,0
"Exercise, Chin-Up",Set,2,reps,10,bodyweight,92.1,extraWeight,0
"Exercise, Chin-Up",Set,3,reps,10,bodyweight,92.1,extraWeight,0
"Exercise, Dumbbell Lateral Raise",Set,1,reps,14,weight,5
"Exercise, Dumbbell Lateral Raise",Set,2,reps,4,weight,5
"Exercise, Dumbbell Lateral Raise",Set,3,reps,4,weight,5
"Exercise, Dumbbell Lateral Raise",Set,4,reps,4,weight,5
"Exercise, Dumbbell Lateral Raise",Set,5,reps,4,weight,5
"Exercise, Dumbbell Lateral Raise",Set,6,reps,4,weight,5
"Exercise, Seated Calf Raise",Set,1,reps,10,weight,37.5
"Exercise, Seated Calf Raise",Set,2,reps,15,weight,42.5
"Exercise, Seated Calf Raise",Set,3,reps,4,weight,42.5
"Exercise, Seated Calf Raise",Set,4,reps,4,weight,42.5
"Exercise, Seated Calf Raise",Set,5,reps,4,weight,42.5

"Friday Evening: Chest, Back, Glutes etc.",2023-07-28,92.1,-1,-1,-1,-1
"Exercise, Pullover",Set,1,reps,15,weight,50
"Exercise, Pullover",Set,2,reps,12,weight,60
"Exercise, Pullover",Set,3,reps,4,weight,60
"Exercise, Pullover",Set,4,reps,4,weight,60
"Exercise, Pullover",Set,5,reps,4,weight,60
"Exercise, Incline Bench Press",Set,1,reps,15,weight,20
"Exercise, Incline Bench Press",Set,2,reps,10,weight,50
"Exercise, Incline Bench Press",Set,3,reps,12,weight,70
"Exercise, Incline Bench Press",Set,4,reps,12,weight,70
"Exercise, Incline Bench Press",Set,5,reps,12,weight,70
"Exercise, Chin-Up",Set,1,reps,8,bodyweight,92.1,extraWeight,0
"Exercise, Chin-Up",Set,2,reps,8,bodyweight,92.1,extraWeight,0
"Exercise, Chin-Up",Set,3,reps,8,bodyweight,92.1,extraWeight,0
"Exercise, Leg Press",Set,1,reps,10,weight,60
"Exercise, Leg Press",Set,2,reps,10,weight,100
"Exercise, Leg Press",Set,3,reps,10,weight,100
"Exercise, Leg Press",Set,4,reps,10,weight,100
"Exercise, Back Extension",Set,1,reps,15,bodyweight,92.1,extraWeight,15
"Exercise, Back Extension",Set,2,reps,14,bodyweight,92.1,extraWeight,15
"Exercise, Back Extension",Set,3,reps,15,bodyweight,92.1,extraWeight,15

Ferie hotel økt 2,2023-07-18,92.1,3,4,4,8
"Exercise, Pull-Up With a Neutral Grip",Set,1,reps,10,bodyweight,92.1,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,2,reps,9,bodyweight,92.1,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,3,reps,8,bodyweight,92.1,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,4,reps,3,bodyweight,92.1,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,5,reps,3,bodyweight,92.1,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,6,reps,1,bodyweight,92.1,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,7,reps,1,bodyweight,92.1,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,8,reps,1,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,1,reps,17,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,2,reps,13,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,3,reps,4,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,4,reps,4,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,5,reps,4,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,6,reps,4,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,7,reps,4,bodyweight,92.1,extraWeight,0
"Exercise, Cable Upright Row",Set,1,reps,9,weight,29
"Exercise, Cable Upright Row",Set,2,reps,13,weight,23
"Exercise, Cable Upright Row",Set,3,reps,4,weight,23
"Exercise, Cable Upright Row",Set,4,reps,4,weight,23
"Exercise, Cable Upright Row",Set,5,reps,4,weight,23
"Exercise, Cable Upright Row",Set,6,reps,4,weight,23
"Exercise, Cable Upright Row",Set,7,reps,4,weight,23
"Exercise, Tricep Pushdown With Rope",Set,1,reps,15,weight,47
"Exercise, Tricep Pushdown With Rope",Set,2,reps,5,weight,47
"Exercise, Tricep Pushdown With Rope",Set,3,reps,4,weight,47
"Exercise, Tricep Pushdown With Rope",Set,4,reps,4,weight,47
"Exercise, Tricep Pushdown With Rope",Set,5,reps,4,weight,47
"Exercise, Tricep Pushdown With Rope",Set,6,reps,5,weight,47
"Exercise, Dumbbell Curl",Set,1,reps,15,weight,10
"Exercise, Dumbbell Curl",Set,2,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,3,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,4,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,5,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,6,reps,5,weight,10
"Exercise, Bulgarian Split Squat",Set,1,reps,15,weight,10
"Exercise, Bulgarian Split Squat",Set,2,reps,4,weight,10
"Exercise, Bulgarian Split Squat",Set,3,reps,4,weight,10

Ferie hotelgym 1 -23,2023-07-17,92.1,3,7,3,8
Hotel gym
"Exercise, Chin-Up",Set,1,reps,9,bodyweight,92.1,extraWeight,0
"Exercise, Chin-Up",Set,2,reps,8,bodyweight,92.1,extraWeight,0
"Exercise, Chin-Up",Set,3,reps,9,bodyweight,92.1,extraWeight,0
"Exercise, Chin-Up",Set,4,reps,8,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,1,reps,15,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,2,reps,10,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,3,reps,12,bodyweight,92.1,extraWeight,0
"Exercise, Push-Up",Set,4,reps,14,bodyweight,92.1,extraWeight,0
"Exercise, Cable Upright Row",Set,1,reps,15,weight,29
"Exercise, Tricep Pushdown With Rope",Set,1,reps,17,weight,41
"Exercise, Tricep Pushdown With Rope",Set,2,reps,5,weight,41
"Exercise, Tricep Pushdown With Rope",Set,3,reps,4,weight,47
"Exercise, Tricep Pushdown With Rope",Set,4,reps,4,weight,47
"Exercise, Tricep Pushdown With Rope",Set,5,reps,5,weight,47
"Exercise, Dumbbell Curl",Set,1,reps,13,weight,10
"Exercise, Dumbbell Curl",Set,2,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,3,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,4,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,5,reps,4,weight,10
"Exercise, Dumbbell Curl",Set,6,reps,4,weight,10
"Exercise, Dumbbell Lateral Raise",Set,1,reps,12,weight,6
"Exercise, Dumbbell Lateral Raise",Set,2,reps,4,weight,6
"Exercise, Dumbbell Lateral Raise",Set,3,reps,4,weight,6
"Exercise, Dumbbell Lateral Raise",Set,4,reps,4,weight,6
"Exercise, Dumbbell Lateral Raise",Set,5,reps,4,weight,6
"Exercise, Dumbbell Lateral Raise",Set,6,reps,4,weight,6
"Exercise, Belt Squat",Set,1,reps,20,weight,53
"Exercise, Belt Squat",Set,2,reps,5,weight,53
"Exercise, Belt Squat",Set,3,reps,4,weight,53
"Exercise, Belt Squat",Set,4,reps,4,weight,53
"Exercise, Belt Squat",Set,5,reps,4,weight,53
"Exercise, Belt Squat",Set,6,reps,8,weight,53

"PowerBuilding - 4days - 2split: Week 8, Workout 4",2023-07-09,92.1,3,2,3,5
Fyllesyk
"Exercise, Incline Bench Press",Set,1,reps,10,weight,20
"Exercise, Incline Bench Press",Set,2,reps,10,weight,50
"Exercise, Incline Bench Press",Set,3,reps,15,weight,60
"Exercise, Incline Bench Press",Set,4,reps,8,weight,70
"Exercise, Incline Bench Press",Set,5,reps,8,weight,70
"Exercise, Pec Deck",Set,1,reps,13,weight,62.5
"Exercise, Pec Deck",Set,2,reps,10,weight,62.5
"Exercise, Pec Deck",Set,3,reps,3,weight,62.5
"Exercise, Pull-Up",Set,1,reps,6,bodyweight,92.1,extraWeight,10
"Exercise, Pull-Up",Set,2,reps,6,bodyweight,92.1,extraWeight,10
"Exercise, Pull-Up",Set,3,reps,5,bodyweight,92.1,extraWeight,10
"Exercise, Pull-Up",Set,4,reps,4,bodyweight,92.1,extraWeight,0
"Exercise, Cable Wide Grip Seated Row",Set,1,reps,14,weight,60
"Exercise, Cable Wide Grip Seated Row",Set,2,reps,13,weight,60
"Exercise, Overhead Press",Set,1,reps,6,weight,50
"Exercise, Overhead Press",Set,2,reps,5,weight,60
"Exercise, Overhead Press",Set,3,reps,5,weight,60
"Exercise, Overhead Press",Set,4,reps,8,weight,55
"Exercise, Overhead Press",Set,5,reps,8,weight,55
"Exercise, Dumbbell Lateral Raise",Set,1,reps,12,weight,5
"Exercise, Dumbbell Lateral Raise",Set,2,reps,13,weight,5
"Exercise, Dumbbell Lateral Raise",Set,3,reps,13,weight,5
"Exercise, Hammer Curl",Set,1,reps,15,weight,8
"Exercise, Hammer Curl",Set,2,reps,12,weight,8
"Exercise, Hammer Curl",Set,3,reps,13,weight,8
"Exercise, Hammer Curl",Set,4,reps,15,weight,8
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,12,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,12,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,12,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,12,weight,45

"PowerBuilding - 4days - 2split: Week 8, Workout 2",2023-07-06,92.1,7,7,5,8
"Exercise, Close-Grip Bench Press",Set,1,reps,8,weight,20
"Exercise, Close-Grip Bench Press",Set,2,reps,8,weight,50
"Exercise, Close-Grip Bench Press",Set,3,reps,5,weight,80
"Exercise, Close-Grip Bench Press",Set,4,reps,4,weight,100
"Exercise, Close-Grip Bench Press",Set,5,reps,2,weight,110
"Exercise, Close-Grip Bench Press",Set,6,reps,1,weight,120
"Exercise, Close-Grip Bench Press",Set,7,reps,3,weight,130
"Exercise, Close-Grip Bench Press",Set,8,reps,4,weight,130
"Exercise, Close-Grip Bench Press",Set,9,reps,8,weight,105
"Exercise, Close-Grip Bench Press",Set,10,reps,8,weight,105
"Exercise, Close-Grip Bench Press",Set,11,reps,8,weight,110
"Exercise, Pendlay Row",Set,1,reps,8,weight,90
"Exercise, Pendlay Row",Set,2,reps,8,weight,90
"Exercise, Pendlay Row",Set,3,reps,8,weight,90
"Exercise, Pendlay Row",Set,4,reps,8,weight,90
"Exercise, Close-Grip Lat Pulldown",Set,1,reps,14,weight,65
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,2,reps,12,weight,70
"Exercise, Close-Grip Lat Pulldown",Set,3,reps,12,weight,70
"Exercise, Close-Grip Lat Pulldown",Set,4,reps,3,weight,70
"Exercise, Dumbbell Shoulder Press",Set,1,reps,8,weight,20
"Exercise, Dumbbell Shoulder Press",Set,2,reps,12,weight,30
"Exercise, Dumbbell Shoulder Press",Set,3,reps,12,weight,30
"Exercise, Dumbbell Lateral Raise",Set,1,reps,12,weight,9
"Exercise, Dumbbell Lateral Raise",Set,2,reps,12,weight,9
"Exercise, Dumbbell Lateral Raise",Set,3,reps,12,weight,9
"Exercise, Dumbbell Lateral Raise",Set,4,reps,3,weight,9
"Exercise, Barbell Curl",Set,1,reps,10,weight,35
"Exercise, Barbell Curl",Set,2,reps,10,weight,35
"Exercise, Barbell Curl",Set,3,reps,10,weight,30
"Exercise, Barbell Curl",Set,4,reps,3,weight,30
"Exercise, Barbell Curl",Set,5,reps,3,weight,30
"Exercise, Tricep Pushdown With Bar",Set,1,reps,9,weight,35
"Exercise, Tricep Pushdown With Bar",Set,2,reps,10,weight,35
"Exercise, Tricep Pushdown With Bar",Set,3,reps,9,weight,35
"Exercise, Tricep Pushdown With Bar",Set,4,reps,3,weight,35
"Exercise, Tricep Pushdown With Bar",Set,5,reps,2,weight,35

"PowerBuilding - 4days - 2split: Week 8, Workout",2023-07-04,92.1,7,7,7,5
"God bøy, var kanskje 2til gode."
"Exercise, Squat",Set,1,reps,8,weight,20
"Exercise, Squat",Set,2,reps,6,weight,60
"Exercise, Squat",Set,3,reps,5,weight,90
"Exercise, Squat",Set,4,reps,4,weight,110
"Exercise, Squat",Set,5,reps,2,weight,125
"Exercise, Squat",Set,6,reps,3,weight,135
"Exercise, Squat",Set,7,reps,6,weight,140
"Exercise, Squat",Set,8,reps,8,weight,110
"Exercise, Squat",Set,9,reps,8,weight,115
"Exercise, Squat",Set,10,reps,8,weight,115
"Exercise, Romanian Deadlift",Set,1,reps,5,weight,100
"Exercise, Romanian Deadlift",Set,2,reps,10,weight,140
"Exercise, Romanian Deadlift",Set,3,reps,10,weight,140
"Exercise, Romanian Deadlift",Set,4,reps,10,weight,140
"Exercise, Leg Extension",Set,1,reps,14,weight,90
"Exercise, Leg Extension",Set,2,reps,12,weight,90
"Exercise, Leg Extension",Set,3,reps,12,weight,90
"Exercise, Leg Extension",Set,4,reps,12,weight,90
"Exercise, Seated Leg Curl",Set,1,reps,12,weight,60
"Exercise, Seated Leg Curl",Set,2,reps,11,weight,60
"Exercise, Seated Leg Curl",Set,3,reps,12,weight,60
"Exercise, Seated Leg Curl",Set,4,reps,9,weight,60
"Exercise, Seated Leg Curl",Set,5,reps,2,weight,60
"Exercise, Seated Leg Curl",Set,6,reps,1,weight,60
"Exercise, Seated Calf Raise",Set,1,reps,13,weight,47.5
"Exercise, Seated Calf Raise",Set,2,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,3,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,4,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,5,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,6,reps,12,weight,47.5
"Exercise, Seated Calf Raise",Set,7,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,8,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,9,reps,4,weight,47.5

"PowerBuilding - 4days - 2split: Week 7, Workout 4",2023-07-02,91.3,8,6,7,7
"Exercise, Incline Dumbbell Press",Set,1,reps,12,weight,18
"Exercise, Incline Dumbbell Press",Set,2,reps,7,weight,45
"Exercise, Incline Dumbbell Press",Set,3,reps,7,weight,45
"Exercise, Incline Dumbbell Press",Set,4,reps,8,weight,45
"Exercise, Pec Deck",Set,1,reps,15,weight,62.5
"Exercise, Pec Deck",Set,2,reps,14,weight,62.5
"Exercise, Pec Deck",Set,3,reps,2,weight,62.5
"Exercise, Pull-Up",Set,1,reps,8,bodyweight,91.3,extraWeight,5
"Exercise, Pull-Up",Set,2,reps,8,bodyweight,91.3,extraWeight,5
"Exercise, Pull-Up",Set,3,reps,3,bodyweight,91.3,extraWeight,0
"Exercise, Seated Machine Row",Set,1,reps,12,weight,80
"Exercise, Seated Machine Row",Set,2,reps,11,weight,80
"Exercise, Seated Machine Row",Set,3,reps,4,weight,80
"Exercise, Seated Barbell Overhead  Press",Set,1,reps,8,weight,55
"Exercise, Seated Barbell Overhead  Press",Set,2,reps,8,weight,55
"Exercise, Seated Barbell Overhead  Press",Set,3,reps,8,weight,55
"Exercise, Cable Lateral Raise",Set,1,reps,15,weight,16.5
"Exercise, Cable Lateral Raise",Set,2,reps,15,weight,16.5
"Exercise, Barbell Curl",Set,1,reps,10,weight,35
"Exercise, Barbell Curl",Set,2,reps,10,weight,35
"Exercise, Barbell Curl",Set,3,reps,10,weight,35
"Exercise, Barbell Curl",Set,4,reps,8,weight,35
"Exercise, Barbell Curl",Set,5,reps,3,weight,35
"Exercise, Barbell Curl",Set,6,reps,3,weight,35
"Exercise, Barbell Lying Triceps Extension",Set,1,reps,15,weight,40
"Exercise, Barbell Lying Triceps Extension",Set,2,reps,15,weight,40
"Exercise, Barbell Lying Triceps Extension",Set,3,reps,11,weight,40
"Exercise, Barbell Lying Triceps Extension",Set,4,reps,10,weight,40
"Exercise, Barbell Lying Triceps Extension",Set,5,reps,3,weight,40

"PowerBuilding - 4days - 2split: Week 7, Workout 3",2023-07-01,91.3,6,5,5,5
Strømmen gikk
"Exercise, Deadlift",Set,1,reps,8,weight,60
"Exercise, Deadlift",Set,2,reps,5,weight,100
"Exercise, Deadlift",Set,3,reps,4,weight,130
"Exercise, Deadlift",Set,4,reps,3,weight,160
"Exercise, Deadlift",Set,5,reps,1,weight,190
"Exercise, Deadlift",Set,6,reps,3,weight,205
"Exercise, Deadlift",Set,7,reps,6,weight,150
"Exercise, Deadlift",Set,8,reps,6,weight,150
"Exercise, Deadlift",Set,9,reps,6,weight,150
"Exercise, Leg Press",Set,1,reps,12,weight,160
"Exercise, Leg Press",Set,2,reps,12,weight,160
"Exercise, Leg Press",Set,3,reps,12,weight,160
"Exercise, Seated Leg Curl",Set,1,reps,13,weight,55
"Exercise, Seated Leg Curl",Set,2,reps,12,weight,55
"Exercise, Seated Leg Curl",Set,3,reps,12,weight,55
"Exercise, Leg Extension",Set,1,reps,16,weight,90
"Exercise, Leg Extension",Set,2,reps,12,weight,90
"Exercise, Leg Extension",Set,3,reps,12,weight,90

"PowerBuilding - 4days - 2split: Week 7, Workout 1",2023-06-29,91.3,7,5,5,5
"Exercise, Squat",Set,1,reps,8,weight,20
"Exercise, Squat",Set,2,reps,5,weight,50
"Exercise, Squat",Set,3,reps,5,weight,80
"Exercise, Squat",Set,4,reps,5,weight,100
"Exercise, Squat",Set,5,reps,3,weight,115
"Exercise, Squat",Set,6,reps,1,weight,125
"Exercise, Squat",Set,7,reps,3,weight,132.5
"Exercise, Squat",Set,8,reps,8,weight,105
"Exercise, Squat",Set,9,reps,8,weight,105
"Exercise, Squat",Set,10,reps,8,weight,105
"Exercise, Squat",Set,11,reps,8,weight,105
"Exercise, Romanian Deadlift",Set,1,reps,10,weight,132.5
"Exercise, Romanian Deadlift",Set,2,reps,10,weight,132.5
"Exercise, Romanian Deadlift",Set,3,reps,10,weight,132.5
"Exercise, Leg Extension",Set,1,reps,12,weight,85
"Exercise, Leg Extension",Set,2,reps,12,weight,85
"Exercise, Leg Extension",Set,3,reps,16,weight,85
"Exercise, Leg Extension",Set,4,reps,12,weight,85
"Exercise, Seated Leg Curl",Set,1,reps,12,weight,90
"Exercise, Seated Leg Curl",Set,2,reps,12,weight,90
"Exercise, Seated Leg Curl",Set,3,reps,12,weight,80
"Exercise, Seated Calf Raise",Set,1,reps,12,weight,47.5
"Exercise, Seated Calf Raise",Set,2,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,3,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,4,reps,4,weight,47.5
"Exercise, Seated Calf Raise",Set,5,reps,13,weight,42.5
"Exercise, Seated Calf Raise",Set,6,reps,4,weight,42.5
"Exercise, Seated Calf Raise",Set,7,reps,4,weight,42.5
"Exercise, Seated Calf Raise",Set,8,reps,4,weight,42.5

"PowerBuilding - 4days - 2split: Week 7, Workout 2",2023-06-27,91.3,6,6,6,6
Isjas. Drøy pump i armene
"Exercise, Close-Grip Bench Press",Set,1,reps,6,weight,50
"Exercise, Close-Grip Bench Press",Set,2,reps,6,weight,80
"Exercise, Close-Grip Bench Press",Set,3,reps,5,weight,100
"Exercise, Close-Grip Bench Press",Set,4,reps,3,weight,110
"Exercise, Close-Grip Bench Press",Set,5,reps,3,weight,120
"Exercise, Close-Grip Bench Press",Set,6,reps,8,weight,100
"Exercise, Close-Grip Bench Press",Set,7,reps,8,weight,100
"Exercise, Close-Grip Bench Press",Set,8,reps,8,weight,100
"Exercise, Close-Grip Bench Press",Set,9,reps,8,weight,100
"Exercise, Pendlay Row",Set,1,reps,8,weight,80
"Exercise, Pendlay Row",Set,2,reps,8,weight,87.5
"Exercise, Pendlay Row",Set,3,reps,8,weight,87.5
"Exercise, Close-Grip Lat Pulldown",Set,1,reps,13,weight,75
"Exercise, Close-Grip Lat Pulldown",Set,2,reps,12,weight,80
"Exercise, Close-Grip Lat Pulldown",Set,3,reps,12,weight,80
"Exercise, Dumbbell Shoulder Press",Set,1,reps,8,weight,30
"Exercise, Dumbbell Shoulder Press",Set,2,reps,8,weight,30
"Exercise, Dumbbell Lateral Raise",Set,1,reps,12,weight,9
"Exercise, Dumbbell Lateral Raise",Set,2,reps,12,weight,9
"Exercise, Barbell Curl",Set,1,reps,10,weight,32.5
"Exercise, Barbell Curl",Set,2,reps,11,weight,32.5
"Exercise, Barbell Curl",Set,3,reps,7,weight,32.5
"Exercise, Barbell Curl",Set,4,reps,3,weight,32.5
"Exercise, Tricep Pushdown With Rope",Set,1,reps,15,weight,40
"Exercise, Tricep Pushdown With Rope",Set,2,reps,11,weight,50
"Exercise, Tricep Pushdown With Rope",Set,3,reps,11,weight,50

"PowerBuilding - 4days - 2split: Week 6, Workout 4",2023-06-25,91.3,6,7,6,5
"Exercise, Incline Dumbbell Press",Set,1,reps,10,weight,24
"Exercise, Incline Dumbbell Press",Set,2,reps,8,weight,45
"Exercise, Incline Dumbbell Press",Set,3,reps,8,weight,45
"Exercise, Pec Deck",Set,1,reps,10,weight,42.5
"Exercise, Pec Deck",Set,2,reps,15,weight,57.5
"Exercise, Pec Deck",Set,3,reps,12,weight,57.5
"Exercise, Pull-Up",Set,1,reps,10,bodyweight,91.3,extraWeight,0
"Exercise, Pull-Up",Set,2,reps,10,bodyweight,91.3,extraWeight,0
"Exercise, Seated Machine Row",Set,1,reps,12,weight,75
"Exercise, Seated Machine Row",Set,2,reps,12,weight,75
