Name,Date,Body weight,Shape,Sleep,Calories,Stress
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,9,weight,22
"Exercise, One-Handed Cable Row",Set,1,reps,12,weight,25
Instance of 'Loc'
"Exercise, One-Handed Cable Row",Set,2,reps,11,weight,25
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,15,weight,45
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,14,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,12,weight,45
"Exercise, Cable Curl With Bar",Set,1,reps,14,weight,25
Instance of 'Loc'
"Exercise, Cable Curl With Bar",Set,2,reps,13,weight,25
"Exercise, Cable Curl With Bar",Set,3,reps,12,weight,25

"JP - Block 1: Week 10, Workout 4",2024-10-05,82.8,7,6,6,7
"Exercise, Smith Machine Squat",Set,1,reps,10,weight,80
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,9,weight,80
"Exercise, Smith Machine Squat",Set,3,reps,8,weight,80
"Exercise, Seated Leg Curl",Set,1,reps,12,weight,75
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,2,reps,10,weight,70
"Exercise, Seated Leg Curl",Set,3,reps,9,weight,70
"Exercise, Hack Squat Sissy Squat ",Set,1,reps,11,weight,10
Instance of 'Loc'
"Exercise, Hack Squat Sissy Squat ",Set,2,reps,10,weight,10
"Exercise, Hack Squat Sissy Squat ",Set,3,reps,9,weight,10
"Exercise, Slight Incline Supine Cable Y Raises",Set,1,reps,17,weight,10
Instance of 'Loc'
"Exercise, Slight Incline Supine Cable Y Raises",Set,2,reps,16,weight,10
"Exercise, Slight Incline Supine Cable Y Raises",Set,3,reps,15,weight,10
"Exercise, Machine Crunch",Set,1,reps,16,weight,22.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,15,weight,22.5
"Exercise, Machine Crunch",Set,3,reps,13,weight,22.5
"Exercise, Standing Cable Chest Fly",Set,1,reps,17,weight,25
Instance of 'Loc'
"Exercise, Standing Cable Chest Fly",Set,2,reps,16,weight,25
"Exercise, Standing Cable Chest Fly",Set,3,reps,13,weight,25
"Exercise, Standing Calf Raise",Set,1,reps,14,weight,220
Instance of 'Loc'
"Exercise, Standing Calf Raise",Set,2,reps,13,weight,220
"Exercise, Standing Calf Raise",Set,3,reps,13,weight,220

"JP - Block 1: Week 10, Workout 3",2024-10-04,82.8,6,6,6,3
"Exercise, Overhead Press",Set,1,reps,7,weight,60
Instance of 'Loc'
"Exercise, Overhead Press",Set,2,reps,5,weight,60
Instance of 'Loc'
"Exercise, Overhead Press",Set,3,reps,11,weight,42.5
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,1,reps,12,weight,75
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,2,reps,11,weight,75
"Exercise, Close-Grip Lat Pulldown",Set,3,reps,10,weight,75
"Exercise, Paused Larsen Bench Press",Set,1,reps,12,weight,87.5
Instance of 'Loc'
"Exercise, Paused Larsen Bench Press",Set,2,reps,10,weight,87.5
"Exercise, Paused Larsen Bench Press",Set,3,reps,8,weight,87.5
"Exercise, Paused Larsen Bench Press",Set,4,reps,7,weight,87.5
"Exercise, Seated Machine Row",Set,1,reps,13,weight,75
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,12,weight,75
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,3,reps,11,weight,75
"Exercise, Seated Machine Row",Set,4,reps,10,weight,75
"Exercise, Machine Kelso Shrug",Set,1,reps,13,weight,50
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,12,weight,50
"Exercise, Machine Kelso Shrug",Set,3,reps,11,weight,50
"Exercise, Machine Kelso Shrug",Set,4,reps,11,weight,50
"Exercise, Machine Bicep Curl",Set,1,reps,14,weight,30
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,13,weight,30
"Exercise, Machine Bicep Curl",Set,3,reps,11,weight,30
"Exercise, Machine Bicep Curl",Set,4,reps,10,weight,30
"Exercise, Tricep Extension Machine",Set,1,reps,14,weight,62.5
Instance of 'Loc'
"Exercise, Tricep Extension Machine",Set,2,reps,13,weight,62.5
"Exercise, Tricep Extension Machine",Set,3,reps,12,weight,62.5
"Exercise, Tricep Extension Machine",Set,4,reps,11,weight,62.5

"JP - Block 1: Week 10, Workout 2",2024-10-01,82.7,7,4,7,7
"Exercise, Leg Press",Set,1,reps,8,weight,160
Instance of 'Loc'
"Exercise, Leg Press",Set,2,reps,6,weight,160
Instance of 'Loc'
"Exercise, Leg Press",Set,3,reps,10,weight,130
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,1,reps,12,weight,100
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,2,reps,11,weight,100
"Exercise, Leg Press Calf Raise (Cable)",Set,3,reps,10,weight,100
"Exercise, Romanian Deadlift",Set,1,reps,5,weight,140
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,10,weight,110
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,3,reps,8,weight,110
Instance of 'Loc'
"Exercise, Leg Extension",Set,1,reps,14,weight,75
Instance of 'Loc'
"Exercise, Leg Extension",Set,2,reps,13,weight,75
"Exercise, Leg Extension",Set,3,reps,10,weight,75
"Exercise, Cable Lateral Raise",Set,1,reps,12,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,2,reps,11,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,3,reps,10,weight,10

"JP - Block 1: Week 10, Workout 1",2024-09-30,83,7,4,6,2
"Exercise, Dumbbell Chest Press",Set,1,reps,9,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,10,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,3,reps,9,weight,40
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,7,bodyweight,83,extraWeight,20
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,6,bodyweight,83,extraWeight,20
Instance of 'Loc'
"Exercise, Chin-Up",Set,3,reps,14,bodyweight,83,extraWeight,0
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,1,reps,13,weight,24
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,12,weight,24
"Exercise, Seated Dumbbell Shoulder Press",Set,3,reps,10,weight,24
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,1,reps,13,weight,65
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,2,reps,12,weight,65
"Exercise, Cable Wide Grip Seated Row",Set,3,reps,11,weight,65
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,16,weight,55
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,13,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,12,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,11,weight,55
"Exercise, Dumbbell Preacher Curl",Set,1,reps,12,weight,10
Instance of 'Loc'
"Exercise, Dumbbell Preacher Curl",Set,2,reps,9,weight,10
"Exercise, Dumbbell Preacher Curl",Set,3,reps,8,weight,10
"Exercise, Dumbbell Preacher Curl",Set,4,reps,8,weight,10

"JP - Block 1: Week 9, Workout 4",2024-09-28,83,7,6,6,5
"Exercise, Smith Machine Squat",Set,1,reps,10,weight,77.5
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,9,weight,77.5
"Exercise, Smith Machine Squat",Set,3,reps,8,weight,77.5
"Exercise, Seated Leg Curl",Set,1,reps,14,weight,70
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,2,reps,11,weight,70
"Exercise, Seated Leg Curl",Set,3,reps,10,weight,70
"Exercise, Hack Squat Sissy Squat ",Set,1,reps,10,weight,10
Instance of 'Loc'
"Exercise, Hack Squat Sissy Squat ",Set,2,reps,9,weight,10
"Exercise, Hack Squat Sissy Squat ",Set,3,reps,8,weight,10
"Exercise, Slight Incline Supine Cable Y Raises",Set,1,reps,18,weight,10
Instance of 'Loc'
"Exercise, Slight Incline Supine Cable Y Raises",Set,2,reps,17,weight,10
"Exercise, Slight Incline Supine Cable Y Raises",Set,3,reps,15,weight,10
"Exercise, Machine Crunch",Set,1,reps,17,weight,22.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,15,weight,22.5
"Exercise, Machine Crunch",Set,3,reps,10,weight,22.5
"Exercise, Standing Cable Chest Fly",Set,1,reps,16,weight,25
Instance of 'Loc'
"Exercise, Standing Cable Chest Fly",Set,2,reps,15,weight,25
"Exercise, Standing Cable Chest Fly",Set,3,reps,12,weight,25
"Exercise, Standing Calf Raise",Set,1,reps,15,weight,200
Instance of 'Loc'
"Exercise, Standing Calf Raise",Set,2,reps,15,weight,200
"Exercise, Standing Calf Raise",Set,3,reps,14,weight,200

"JP - Block 1: Week 9, Workout 3",2024-09-27,82.7,7,6,6,6
"Exercise, Overhead Press",Set,1,reps,7,weight,59
Instance of 'Loc'
"Exercise, Overhead Press",Set,2,reps,6,weight,59
Instance of 'Loc'
"Exercise, Overhead Press",Set,3,reps,10,weight,40
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,1,reps,13,weight,70
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,2,reps,12,weight,70
"Exercise, Close-Grip Lat Pulldown",Set,3,reps,11,weight,70
"Exercise, Paused Larsen Bench Press",Set,1,reps,11,weight,85
Instance of 'Loc'
"Exercise, Paused Larsen Bench Press",Set,2,reps,10,weight,85
"Exercise, Paused Larsen Bench Press",Set,3,reps,9,weight,85
"Exercise, Paused Larsen Bench Press",Set,4,reps,8,weight,85
"Exercise, Seated Machine Row",Set,1,reps,13,weight,70
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,12,weight,70
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,3,reps,11,weight,70
"Exercise, Seated Machine Row",Set,4,reps,10,weight,70
"Exercise, Machine Kelso Shrug",Set,1,reps,13,weight,50
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,12,weight,50
"Exercise, Machine Kelso Shrug",Set,3,reps,11,weight,50
"Exercise, Machine Kelso Shrug",Set,4,reps,10,weight,50
"Exercise, Machine Bicep Curl",Set,1,reps,14,weight,27.5
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,13,weight,27.5
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,3,reps,11,weight,27.5
"Exercise, Machine Bicep Curl",Set,4,reps,10,weight,27.5
"Exercise, Tricep Extension Machine",Set,1,reps,14,weight,60
Instance of 'Loc'
"Exercise, Tricep Extension Machine",Set,2,reps,13,weight,60
"Exercise, Tricep Extension Machine",Set,3,reps,11,weight,60
"Exercise, Tricep Extension Machine",Set,4,reps,10,weight,60

"JP - Block 1: Week 9, Workout 2",2024-09-25,83.1,7,5,6,5
"Exercise, Leg Press",Set,1,reps,7,weight,155
Instance of 'Loc'
"Exercise, Leg Press",Set,2,reps,6,weight,155
Instance of 'Loc'
"Exercise, Leg Press",Set,3,reps,12,weight,120
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,1,reps,12,weight,90
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,2,reps,11,weight,90
"Exercise, Leg Press Calf Raise (Cable)",Set,3,reps,10,weight,90
"Exercise, Romanian Deadlift",Set,1,reps,7,weight,135
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,9,weight,105
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,3,reps,8,weight,105
Instance of 'Loc'
"Exercise, Leg Extension",Set,1,reps,15,weight,70
Instance of 'Loc'
"Exercise, Leg Extension",Set,2,reps,14,weight,70
"Exercise, Leg Extension",Set,3,reps,13,weight,70
"Exercise, Cable Lateral Raise Behind Back",Set,1,reps,13,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise Behind Back",Set,2,reps,11,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise Behind Back",Set,3,reps,10,weight,10

"JP - Block 1: Week 9, Workout 1",2024-09-24,82.1,7,6,6,5
"Exercise, Dumbbell Chest Press",Set,1,reps,9,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,9,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,3,reps,12,weight,35
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,9,bodyweight,82.1,extraWeight,15
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,8,bodyweight,82.1,extraWeight,15
Instance of 'Loc'
"Exercise, Chin-Up",Set,3,reps,12,bodyweight,82.1,extraWeight,0
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,1,reps,14,weight,22
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,12,weight,22
"Exercise, Seated Dumbbell Shoulder Press",Set,3,reps,9,weight,22
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,1,reps,15,weight,60
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,2,reps,14,weight,60
"Exercise, Cable Wide Grip Seated Row",Set,3,reps,12,weight,60
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,15,weight,55
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,12,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,11,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,10,weight,50
"Exercise, Dumbbell Preacher Curl",Set,1,reps,14,weight,9
Instance of 'Loc'
"Exercise, Dumbbell Preacher Curl",Set,2,reps,11,weight,9
"Exercise, Dumbbell Preacher Curl",Set,3,reps,10,weight,9
"Exercise, Dumbbell Preacher Curl",Set,4,reps,9,weight,9

"JP - Block 1: Week 8, Workout 4",2024-09-22,83.4,6,6,6,5
"Exercise, Smith Machine Squat",Set,1,reps,10,weight,75
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,9,weight,75
"Exercise, Smith Machine Squat",Set,3,reps,8,weight,75
"Exercise, Seated Leg Curl",Set,1,reps,14,weight,75
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,2,reps,12,weight,75
"Exercise, Seated Leg Curl",Set,3,reps,10,weight,75
"Exercise, Hack Squat Sissy Squat ",Set,1,reps,9,weight,10
Instance of 'Loc'
"Exercise, Hack Squat Sissy Squat ",Set,2,reps,8,weight,10
"Exercise, Hack Squat Sissy Squat ",Set,3,reps,7,weight,10
"Exercise, Slight Incline Supine Cable Y Raises",Set,1,reps,17,weight,10
Instance of 'Loc'
"Exercise, Slight Incline Supine Cable Y Raises",Set,2,reps,16,weight,10
"Exercise, Slight Incline Supine Cable Y Raises",Set,3,reps,15,weight,10
"Exercise, Machine Crunch",Set,1,reps,15,weight,22.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,13,weight,22.5
"Exercise, Machine Crunch",Set,3,reps,12,weight,22.5
"Exercise, Standing Cable Chest Fly",Set,1,reps,15,weight,25
Instance of 'Loc'
"Exercise, Standing Cable Chest Fly",Set,2,reps,14,weight,25
"Exercise, Standing Cable Chest Fly",Set,3,reps,12,weight,25
"Exercise, Standing Calf Raise",Set,1,reps,16,weight,180
Instance of 'Loc'
"Exercise, Standing Calf Raise",Set,2,reps,16,weight,180
"Exercise, Standing Calf Raise",Set,3,reps,15,weight,180

"JP - Block 1: Week 8, Workout 3",2024-09-21,82.8,3,6,6,2
"Exercise, Overhead Press",Set,1,reps,7,weight,58.5
Instance of 'Loc'
"Exercise, Overhead Press",Set,2,reps,6,weight,58.5
Instance of 'Loc'
"Exercise, Overhead Press",Set,3,reps,10,weight,40
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,1,reps,12,weight,70
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,2,reps,11,weight,70
"Exercise, Close-Grip Lat Pulldown",Set,3,reps,10,weight,70
"Exercise, Paused Larsen Bench Press",Set,1,reps,11,weight,82.5
Instance of 'Loc'
"Exercise, Paused Larsen Bench Press",Set,2,reps,10,weight,82.5
"Exercise, Paused Larsen Bench Press",Set,3,reps,9,weight,82.5
Instance of 'Loc'
"Exercise, Paused Larsen Bench Press",Set,4,reps,8,weight,82.5
"Exercise, Seated Machine Row",Set,1,reps,12,weight,70
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,11,weight,70
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,3,reps,10,weight,70
"Exercise, Seated Machine Row",Set,4,reps,9,weight,70
"Exercise, Machine Kelso Shrug",Set,1,reps,12,weight,50
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,11,weight,50
"Exercise, Machine Kelso Shrug",Set,3,reps,10,weight,50
"Exercise, Machine Kelso Shrug",Set,4,reps,8,weight,50
"Exercise, Machine Bicep Curl",Set,1,reps,15,weight,25
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,13,weight,25
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,3,reps,12,weight,25
"Exercise, Machine Bicep Curl",Set,4,reps,11,weight,25
"Exercise, Tricep Extension Machine",Set,1,reps,13,weight,57.5
Instance of 'Loc'
"Exercise, Tricep Extension Machine",Set,2,reps,12,weight,57.5
"Exercise, Tricep Extension Machine",Set,3,reps,11,weight,57.5
"Exercise, Tricep Extension Machine",Set,4,reps,10,weight,57.5

"JP - Block 1: Week 8, Workout 2",2024-09-19,82.3,7,4,6,5
"Exercise, Leg Press",Set,1,reps,7,weight,150
Instance of 'Loc'
"Exercise, Leg Press",Set,2,reps,6,weight,150
Instance of 'Loc'
"Exercise, Leg Press",Set,3,reps,12,weight,110
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,1,reps,13,weight,85
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,2,reps,13,weight,85
"Exercise, Leg Press Calf Raise (Cable)",Set,3,reps,12,weight,85
"Exercise, Romanian Deadlift",Set,1,reps,6,weight,135
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,9,weight,110
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,3,reps,8,weight,100
Instance of 'Loc'
"Exercise, Leg Extension",Set,1,reps,14,weight,70
Instance of 'Loc'
"Exercise, Leg Extension",Set,2,reps,13,weight,70
"Exercise, Leg Extension",Set,3,reps,11,weight,70
"Exercise, Cable Lateral Raise Behind Back",Set,1,reps,12,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise Behind Back",Set,2,reps,10,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise Behind Back",Set,3,reps,9,weight,0

"JP - Block 1: Week 8, Workout 1",2024-09-17,83,6,6,4,3
"Exercise, Dumbbell Chest Press",Set,1,reps,6,weight,50
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,7,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,3,reps,11,weight,35
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,8,bodyweight,83,extraWeight,10
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,6,bodyweight,83,extraWeight,10
Instance of 'Loc'
"Exercise, Chin-Up",Set,3,reps,9,bodyweight,83,extraWeight,0
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,1,reps,11,weight,22
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,10,weight,22
"Exercise, Seated Dumbbell Shoulder Press",Set,3,reps,9,weight,22
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,1,reps,15,weight,55
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,2,reps,14,weight,55
"Exercise, Cable Wide Grip Seated Row",Set,3,reps,12,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,15,weight,50
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,14,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,13,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,11,weight,50
"Exercise, Dumbbell Preacher Curl",Set,1,reps,13,weight,9
Instance of 'Loc'
"Exercise, Dumbbell Preacher Curl",Set,2,reps,10,weight,9
"Exercise, Dumbbell Preacher Curl",Set,3,reps,9,weight,9
"Exercise, Dumbbell Preacher Curl",Set,4,reps,8,weight,9

"JP - Block 1: Week 7, Workout 4",2024-09-15,82.6,6,6,6,3
"Exercise, Smith Machine Squat",Set,1,reps,9,weight,75
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,8,weight,75
"Exercise, Smith Machine Squat",Set,3,reps,7,weight,75
"Exercise, Seated Leg Curl",Set,1,reps,14,weight,70
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,2,reps,11,weight,70
"Exercise, Seated Leg Curl",Set,3,reps,9,weight,70
"Exercise, Hack Squat Sissy Squat ",Set,1,reps,9,weight,0
Instance of 'Loc'
"Exercise, Hack Squat Sissy Squat ",Set,2,reps,8,weight,0
"Exercise, Hack Squat Sissy Squat ",Set,3,reps,7,weight,0
"Exercise, Slight Incline Supine Cable Y Raises",Set,1,reps,16,weight,10
Instance of 'Loc'
"Exercise, Slight Incline Supine Cable Y Raises",Set,2,reps,15,weight,10
"Exercise, Slight Incline Supine Cable Y Raises",Set,3,reps,13,weight,10
"Exercise, Machine Crunch",Set,1,reps,14,weight,22.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,12,weight,22.5
"Exercise, Machine Crunch",Set,3,reps,11,weight,22.5
"Exercise, Standing Cable Chest Fly",Set,1,reps,14,weight,25
Instance of 'Loc'
"Exercise, Standing Cable Chest Fly",Set,2,reps,13,weight,25
"Exercise, Standing Cable Chest Fly",Set,3,reps,11,weight,25
"Exercise, Standing Calf Raise",Set,1,reps,14,weight,180
Instance of 'Loc'
"Exercise, Standing Calf Raise",Set,2,reps,13,weight,180
"Exercise, Standing Calf Raise",Set,3,reps,12,weight,180

"JP - Block 1: Week 7, Workout 3",2024-09-14,82.6,7,4,6,2
"Exercise, Overhead Press",Set,1,reps,7,weight,57.5
Instance of 'Loc'
"Exercise, Overhead Press",Set,2,reps,6,weight,57.5
Instance of 'Loc'
"Exercise, Overhead Press",Set,3,reps,7,weight,45
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,1,reps,11,weight,70
Instance of 'Loc'
"Exercise, Close-Grip Lat Pulldown",Set,2,reps,10,weight,70
"Exercise, Close-Grip Lat Pulldown",Set,3,reps,9,weight,70
"Exercise, Paused Larsen Bench Press",Set,1,reps,11,weight,80
Instance of 'Loc'
"Exercise, Paused Larsen Bench Press",Set,2,reps,10,weight,80
"Exercise, Paused Larsen Bench Press",Set,3,reps,9,weight,80
"Exercise, Paused Larsen Bench Press",Set,4,reps,8,weight,80
"Exercise, Seated Machine Row",Set,1,reps,14,weight,65
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,13,weight,65
"Exercise, Seated Machine Row",Set,3,reps,12,weight,65
"Exercise, Seated Machine Row",Set,4,reps,11,weight,65
"Exercise, Machine Kelso Shrug",Set,1,reps,12,weight,50
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,11,weight,50
"Exercise, Machine Kelso Shrug",Set,3,reps,10,weight,50
"Exercise, Machine Kelso Shrug",Set,4,reps,9,weight,50
"Exercise, Machine Bicep Curl",Set,1,reps,14,weight,25
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,12,weight,25
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,3,reps,11,weight,25
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,4,reps,10,weight,25
Instance of 'Loc'
"Exercise, Tricep Extension Machine",Set,1,reps,15,weight,52.5
Instance of 'Loc'
"Exercise, Tricep Extension Machine",Set,2,reps,13,weight,52.5
"Exercise, Tricep Extension Machine",Set,3,reps,12,weight,52.5
"Exercise, Tricep Extension Machine",Set,4,reps,11,weight,52.5

"JP - Block 1: Week 7, Workout 2",2024-09-12,82.7,4,6,6,3
"Exercise, Leg Press",Set,1,reps,6,weight,140
Instance of 'Loc'
"Exercise, Leg Press",Set,2,reps,6,weight,140
Instance of 'Loc'
"Exercise, Leg Press",Set,3,reps,10,weight,110
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,1,reps,13,weight,80
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,2,reps,12,weight,80
"Exercise, Leg Press Calf Raise (Cable)",Set,3,reps,12,weight,80
"Exercise, Romanian Deadlift",Set,1,reps,7,weight,130
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,5,weight,120
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,3,reps,10,weight,100
Instance of 'Loc'
"Exercise, Leg Extension",Set,1,reps,13,weight,70
Instance of 'Loc'
"Exercise, Leg Extension",Set,2,reps,12,weight,70
"Exercise, Leg Extension",Set,3,reps,10,weight,70
"Exercise, Cable Lateral Raise Behind Back",Set,1,reps,12,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise Behind Back",Set,2,reps,11,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise Behind Back",Set,3,reps,10,weight,10
Instance of 'Loc'

"JP - Block 1: Week 7, Workout 1",2024-09-09,82.7,7,6,6,3
"Exercise, Dumbbell Chest Press",Set,1,reps,8,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,6,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,3,reps,11,weight,35
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,7,bodyweight,82.7,extraWeight,10
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,6,bodyweight,82.7,extraWeight,10
Instance of 'Loc'
"Exercise, Chin-Up",Set,3,reps,8,bodyweight,82.7,extraWeight,0
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,1,reps,13,weight,20
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,10,weight,20
"Exercise, Seated Dumbbell Shoulder Press",Set,3,reps,9,weight,20
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,1,reps,14,weight,55
Instance of 'Loc'
"Exercise, Cable Wide Grip Seated Row",Set,2,reps,13,weight,55
"Exercise, Cable Wide Grip Seated Row",Set,3,reps,12,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,16,weight,50
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,14,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,12,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,9,weight,50
"Exercise, Dumbbell Preacher Curl",Set,1,reps,12,weight,9
Instance of 'Loc'
"Exercise, Dumbbell Preacher Curl",Set,2,reps,9,weight,9
"Exercise, Dumbbell Preacher Curl",Set,3,reps,9,weight,9
"Exercise, Dumbbell Preacher Curl",Set,4,reps,8,weight,9

"JP - Block 1: Week 6, Workout 4",2024-09-07,82.3,7,7,6,4
"Exercise, Smith Machine Squat",Set,1,reps,8,weight,75
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,7,weight,75
"Exercise, Seated Leg Curl",Set,1,reps,13,weight,65
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,2,reps,12,weight,65
"Exercise, Hack Squat Sissy Squat ",Set,1,reps,8,weight,0
